year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,4075957387.0455008,173368466.2231732,743601.8665942963,1140664.2848484057,0.0,611082.3999582957,4251821201.8200746
2030,2619217939.9745674,162345850.79416034,787752.0466291446,1253170.1436767667,0.0,966484.1438019669,2784571197.1028357
2040,3034505595.9803963,251916663.62251115,881282.8062232157,1461947.851302062,0.0,1230448.6001805267,3289995938.8606133
2050,3392283952.2718477,304351860.3973334,960204.9987984968,1539013.4349130478,0.0,1276726.6872642173,3700411757.790157
