year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,126453.31934068493,51,36,14181602753.003782,258791784.11451715,1960533.0571195194,156842644.56956154,392801362.6533736,549644007.2229352,14731246760.226717
2030,192912.81713965908,115085.40925272643,51,30,12555770495.14132,288093803.19725496,1394370.5999719112,111549647.9977529,280894595.65479076,392444243.65254366,12948214738.793863
2040,192912.81713965908,56692.0455056567,51,19,4725116151.741794,343526059.0603477,2015623.5971888707,161249887.77510965,398685728.0355986,559935615.8107082,5285051767.552502
2050,192912.81713965908,20543.92886894,51,8,731406419.2196528,366876039.86084276,2315984.149003369,185278731.92026952,459398065.3849788,644676797.3052483,1376083216.524901
