year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,258791784.11451715,1960533.0571195194,156842644.56956154,392801362.6533736,549644007.2229352
2030,NT,288093803.19725496,1394370.5999719112,111549647.9977529,280894595.65479076,392444243.65254366
2040,DE,359652775.96768844,2315699.777283931,185255982.1827145,477752720.6832969,663008702.8660114
2040,GA,319743687.25446224,1579635.6290644696,126370850.32515755,296988012.3655188,423358862.69067633
2040,NT,351181713.95889246,2151535.3852182114,172122830.8174569,421316451.05798006,593439281.875437
2050,DE,389123187.290935,2760595.7233309536,220847657.8664763,546318690.8233193,767166348.6897956
2050,GA,344628892.43075055,1871372.5746757844,149709805.97406274,372477439.9466382,522187245.92070097
