year,AIC,expected_OC,total_cost
2025,19905293609.476036,80572221733.18907,100477515342.6651
2030,22170964368.840317,392444243.65254366,22563408612.49286
2040,8815075837.017385,559935615.8107082,9375011452.828094
2050,3430803233.8611465,644676797.3052483,4075480031.1663947
