,lower_bound,upper_bound,count,percent_of_interval
0,8.999,9.1,4,44.44444444444444
1,9.1,9.2,4,44.44444444444444
2,9.2,9.3,1,11.11111111111111
3,9.3,9.4,0,0.0
4,9.4,9.5,0,0.0
5,9.5,9.6,0,0.0
6,9.6,9.7,0,0.0
7,9.7,9.8,0,0.0
8,9.8,9.9,0,0.0
9,9.9,10.0,0,0.0
