year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,22,0.2976190476190476
2030,NT,7392,34,0.45995670995671
2040,DE,7392,0,0.0
2040,GA,7392,0,0.0
2040,NT,7392,0,0.0
2050,DE,7392,0,0.0
2050,GA,7392,45,0.6087662337662338
