Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,22528123221.746403,,1177.4687130451202,133.73562455177307,1178.1316924095154,1311.8673169612885,1895688,1440348,3869565,0,0,0,2
EV,22222779621.983334,,403.7217450141907,69.51739001274109,403.9808478355408,473.49823784828186,632328,823312,2150346,0,0,0,2
EEV,24261756521.103523,,25.75498080253601,132.16712832450867,26.34208583831787,158.50921416282654,1895688,1440348,3869565,0,0,0,2
EVPI,22293466738.105877,,379.8147116104762,81.35235941410065,380.2057851155599,461.5581445296605,1474568.0,823317.3333333334,2265034.0,0.0,0.0,0.0,2.0
EVPI std,1008403597.3700172,,34.5383913414343,4.9763129530897015,34.55128219724036,35.608634946451744,326198.1493509735,2.0655911179772892,44418.471400983624,0.0,0.0,0.0,0.0
