,lower_bound,upper_bound,count,percent_of_high,percent_of_total
22,1479.388,1542.843,6,18.181818181818183,0.011595547309833025
23,1542.843,1606.298,5,15.151515151515152,0.00966295609152752
96,6175.06,6238.515,5,15.151515151515152,0.00966295609152752
95,6111.605,6175.06,5,15.151515151515152,0.00966295609152752
98,6301.97,6365.425,4,12.121212121212121,0.007730364873222016
97,6238.515,6301.97,3,9.090909090909092,0.0057977736549165125
99,6365.425,6428.88,2,6.0606060606060606,0.003865182436611008
94,6048.15,6111.605,2,6.0606060606060606,0.003865182436611008
92,5921.24,5984.695,1,3.0303030303030303,0.001932591218305504
69,4461.774,4525.229,0,0.0,0.0
