year,scenario,load_shedding,curtailment,load_shedding_cost,curtailment_cost
2025,NT,22527399.380136237,0.0,143048986063.8651,0.0
2030,NT,4308535.287221779,0.0,27359199073.8583,0.0
2040,DE,4547931.413481209,0.0,28879364475.60568,0.0
2040,GA,3017787.7671871968,0.0,19162952321.6387,0.0
2040,NT,3757558.073712653,0.0,23860493768.075348,0.0
2050,DE,4029236.081590079,0.0,25585649118.097,0.0
2050,GA,3156528.0238368073,0.0,20043952951.363728,0.0
