year,battery,value
2025,ES1 0 bat,0.0
2030,ES1 0 bat,0.0
2040,ES1 0 bat,17092.59082770678
2050,ES1 0 bat,2142.3935553397146
2025,ES1 1 bat,0.0
2030,ES1 1 bat,0.0
2040,ES1 1 bat,0.0
2050,ES1 1 bat,0.0
2025,ES1 2 bat,0.0
2030,ES1 2 bat,0.0
2040,ES1 2 bat,0.0
2050,ES1 2 bat,0.0
2025,ES1 3 bat,0.0
2030,ES1 3 bat,0.0
2040,ES1 3 bat,8407.63334423266
2050,ES1 3 bat,0.0
2025,ES1 4 bat,0.0
2030,ES1 4 bat,0.0
2040,ES1 4 bat,0.0
2050,ES1 4 bat,0.0
2025,ES1 5 bat,0.0
2030,ES1 5 bat,0.0
2040,ES1 5 bat,0.0
2050,ES1 5 bat,0.0
2025,ES1 6 bat,85431.49952906868
2030,ES1 6 bat,199026.11390564457
2040,ES1 6 bat,13948.664596287439
2050,ES1 6 bat,33016.23968015243
2025,ES1 7 bat,9505.639533435255
2030,ES1 7 bat,37637.67100380288
2040,ES1 7 bat,17438.573741497315
2050,ES1 7 bat,11142.84482850941
2025,ES1 8 bat,0.0
2030,ES1 8 bat,0.0
2040,ES1 8 bat,0.0
2050,ES1 8 bat,0.0
2025,PT1 0 bat,0.0
2030,PT1 0 bat,0.0
2040,PT1 0 bat,7084.431830546011
2050,PT1 0 bat,0.0
2025,PT1 1 bat,112625.49875980974
2030,PT1 1 bat,162792.42904767088
2040,PT1 1 bat,92875.7628539642
2050,PT1 1 bat,73482.1766351632
