year,DE,GA,NT,Average
2025,,,53.036484941134574,53.036484941134574
2030,,,47.425226616447084,47.425226616447084
2040,49.15592295943098,45.2455037699446,48.71776141995497,47.70639604977685
2050,68.82791910226702,46.22985462989954,,57.52888686608328
