year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,14784,41,0.27732683982683987
2030,NT,14784,101,0.6831709956709957
2040,DE,14784,62,0.4193722943722944
2040,GA,14784,86,0.5817099567099567
2040,NT,14784,90,0.6087662337662338
2050,DE,14784,121,0.818452380952381
2050,GA,14784,160,1.0822510822510822
