year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,77021.54812202243,51,22,7452360757.288413,275300810.96939236,9802665.285597585,784213222.8478069,1825586468.3868926,2609799691.2346997,10062160448.523113
2030,192912.81713965908,41246.107323386655,51,12,3032987804.511022,295450676.6785607,6971852.999859527,557748239.9887621,1278549663.53765,1836297903.5264122,4869285708.037435
2040,192912.81713965908,9645.368578075804,51,2,807066118.831769,352292361.9338548,10134867.033052074,810789362.644166,1854849765.3482409,2665639127.992407,3472705246.824176
2050,192912.81713965908,0.0,51,0,0.0,375119560.33798134,11579920.745016888,926393659.601351,2117199876.9268863,3043593536.5282373,3043593536.5282373
