year,DE,GA,NT,Average
2025,,,62.35531196143978,62.35531196143978
2030,,,53.84100095448796,53.84100095448796
2040,55.837944626446195,52.1355340981611,54.64144152477662,54.20497341646131
2050,70.44234791313681,52.80494078158649,,61.62364434736165
