year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,14784,243,1.6436688311688312
2030,NT,14784,219,1.4813311688311688
2040,DE,14784,223,1.5083874458874458
2040,GA,14784,272,1.83982683982684
2040,NT,14784,303,2.0495129870129873
2050,DE,14784,326,2.20508658008658
2050,GA,14784,318,2.150974025974026
