year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,82048.18519772401,51,24,7950137212.875914,275130974.75570893,9616088.392483909,769287071.3987128,1834842606.436652,2604129677.835365,10554266890.711279
2030,192912.81713965908,42346.23101230645,51,13,3099837957.0571976,295301363.95765793,6839560.032347316,547164802.5877852,1300924847.9490294,1848089650.5368147,4947927607.594012
2040,192912.81713965908,7666.034391617716,51,1,736597722.1101904,352148777.7126179,10412419.031616231,832993522.5292985,1953046806.8812668,2786040329.4105654,3522638051.520756
2050,192912.81713965908,0.0,51,0,0.0,375298450.05668503,12643477.110375421,1011478168.8300337,2366568576.1195607,3378046744.9495945,3378046744.9495945
