year,battery,node,MC,capital_cost,hour_capacity,cdrate,P_discharge_max,P_discharge_min,P_charge_max,P_charge_min,SOC_max,SOC_min,delta,eta_charge,eta_discharge,new_capacity,cum_new_capacity,total_capacity
2030,ES1 4 bat,ES1 4,0,21458.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,0.0,0.0
2040,ES1 4 bat,ES1 4,0,20958.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,0.0,0.0
2050,ES1 4 bat,ES1 4,0,20458.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,0.0,0.0
2025,ES1 5 bat,ES1 5,0,21958.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,0.0,0.0
2030,ES1 5 bat,ES1 5,0,21458.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,0.0,0.0
2040,ES1 5 bat,ES1 5,0,20958.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,0.0,0.0
2050,ES1 5 bat,ES1 5,0,20458.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,0.0,0.0
2025,ES1 6 bat,ES1 6,0,21958.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,1274.4268536781242,1274.4268536781242,1274.4268536781242
2030,ES1 6 bat,ES1 6,0,21458.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,1274.4268536781242,1274.4268536781242
2040,ES1 6 bat,ES1 6,0,20958.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,1274.4268536781242,1274.4268536781242
2050,ES1 6 bat,ES1 6,0,20458.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,1274.4268536781242,1274.4268536781242
2025,ES1 7 bat,ES1 7,0,21958.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,13423.593310319391,13423.593310319391,13423.593310319391
2030,ES1 7 bat,ES1 7,0,21458.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,13423.593310319391,13423.593310319391
2040,ES1 7 bat,ES1 7,0,20958.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,13423.593310319391,13423.593310319391
2050,ES1 7 bat,ES1 7,0,20458.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,13423.593310319391,13423.593310319391
2025,ES1 8 bat,ES1 8,0,21958.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,0.0,0.0
2030,ES1 8 bat,ES1 8,0,21458.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,0.0,0.0
2040,ES1 8 bat,ES1 8,0,20958.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,0.0,0.0
2050,ES1 8 bat,ES1 8,0,20458.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,0.0,0.0
2025,PT1 0 bat,PT1 0,0,21958.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,0.0,0.0
2030,PT1 0 bat,PT1 0,0,21458.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,0.0,0.0
2040,PT1 0 bat,PT1 0,0,20958.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,0.0,0.0
2050,PT1 0 bat,PT1 0,0,20458.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,0.0,0.0
2025,PT1 1 bat,PT1 1,0,21958.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,25475.353935712403,25475.353935712403,25475.353935712403
2030,PT1 1 bat,PT1 1,0,21458.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,25475.353935712403,25475.353935712403
2040,PT1 1 bat,PT1 1,0,20958.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,25475.353935712403,25475.353935712403
2050,PT1 1 bat,PT1 1,0,20458.9249402013,2,1.0,100000000,0,100000000.0,0,0.9,0.1,4.168664498693797e-05,0.98,0.97,0.0,25475.353935712403,25475.353935712403
