year,AIC,expected_OC,total_cost
2025,12861765297.159845,2964316143.088787,15826081440.248632
2030,1841453251.588076,2481405645.4167433,4322858897.00482
2040,904792410.9102376,3559678237.081615,4464470647.991853
2050,0.0,4370036690.763112,4370036690.763112
