year,battery,value
2025,ES1 0 bat,0.0
2030,ES1 0 bat,3633.5870117834265
2040,ES1 0 bat,0.0
2050,ES1 0 bat,0.0
2025,ES1 1 bat,0.0
2030,ES1 1 bat,0.0
2040,ES1 1 bat,0.0
2050,ES1 1 bat,0.0
2025,ES1 2 bat,0.0
2030,ES1 2 bat,0.0
2040,ES1 2 bat,0.0
2050,ES1 2 bat,0.0
2025,ES1 3 bat,0.0
2030,ES1 3 bat,0.0
2040,ES1 3 bat,0.0
2050,ES1 3 bat,0.0
2025,ES1 4 bat,0.0
2030,ES1 4 bat,0.0
2040,ES1 4 bat,0.0
2050,ES1 4 bat,0.0
2025,ES1 5 bat,0.0
2030,ES1 5 bat,0.0
2040,ES1 5 bat,0.0
2050,ES1 5 bat,0.0
2025,ES1 6 bat,81000.92733355616
2030,ES1 6 bat,779.2280629975771
2040,ES1 6 bat,0.0
2050,ES1 6 bat,1612.3987752302164
2025,ES1 7 bat,22174.62306778223
2030,ES1 7 bat,16199.114228737948
2040,ES1 7 bat,0.0
2050,ES1 7 bat,788.2822266677823
2025,ES1 8 bat,0.0
2030,ES1 8 bat,0.0
2040,ES1 8 bat,0.0
2050,ES1 8 bat,0.0
2025,PT1 0 bat,0.0
2030,PT1 0 bat,0.0
2040,PT1 0 bat,0.0
2050,PT1 0 bat,0.0
2025,PT1 1 bat,104459.57796939989
2030,PT1 1 bat,2062.1245556941585
2040,PT1 1 bat,17783.256803068005
2050,PT1 1 bat,25682.155133418455
