year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,89698908.08984591,6502481.854829188,43358350.071526185,89429191.50501083,19154103.058242563,25797124.222951442
2030,74907296.21107367,4348978.147332087,49337517.138985224,104812290.17158045,25538804.07765675,34396165.63060192
2040,93291188.1297164,7701309.484870456,55508363.33124913,125370920.2212781,25538804.077656746,42995207.0382524
2050,99304026.44768204,8904633.10893006,55891059.685527995,132534049.05208258,25538804.07765675,51594248.445902884
