year,scenario,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,NT,89698908.08984591,6502481.854829188,43358350.071526185,89429191.50501083,19154103.058242563,25797124.222951442,273940158.8024061
2030,NT,74907296.21107367,4348978.147332087,49337517.138985224,104812290.17158045,25538804.07765675,34396165.63060192,293341051.3772301
2040,DE,34577230.931394726,3131924.508277675,18824330.85414944,42918644.89248629,8512934.692552248,14331735.679417467,122296801.55827785
2040,GA,26009842.587922152,1761133.1205178702,18046902.191043213,40054191.00040978,8512934.692552248,14331735.679417467,108716739.27186273
2040,NT,32704114.61039953,2808251.8560749106,18637130.286056485,42398084.32838202,8512934.692552248,14331735.679417467,119392251.45288266
2050,DE,56878397.79626039,5642569.263374176,28569781.445833176,68467219.92683496,12769402.038828375,25797124.222951442,198124494.69408253
2050,GA,42425628.65142165,3262063.8455558848,27321278.23969482,64066829.125247635,12769402.038828375,25797124.222951442,175642326.1236998
