year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout
2025,95000,11328.865575677495,19,3,196758860.08090627
2030,95000,2861.6103812677266,19,1,37548630.865512915
2040,95000,0.0,19,0,0.0
2050,95000,0.0,19,0,0.0
