dual,total_duals,nonzero_duals,percent_nonzero
battery_charge_new_max_duals,51744,1541,2.9781230674087817
battery_charge_old_duals,0,0,0.0
battery_discharge_new_max_duals,51744,419,0.8097557204700062
battery_discharge_old_duals,0,0,0.0
branch_extension_duals,76,2,2.631578947368421
branch_flow_new_duals_max,89376,12668,14.173827425707126
branch_flow_new_duals_min,89376,32247,36.08015574650913
branch_flow_old_duals_max,89376,12638,14.140261367704976
branch_flow_old_duals_min,89376,32228,36.058897243107765
emissions_duals,7,0,0.0
gen_extension_duals,204,96,47.05882352941176
gen_output_new_duals,239904,173818,72.453147925837
gen_output_old_duals,239904,173815,72.45189742563693
load_shedding_duals,51744,0,0.0
power_balance_duals,51744,51744,100.0
