year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout
2025,95000,19618.61780879819,19,5,330686296.2835033
2030,95000,10626.251777918906,19,3,179815929.5526709
2040,95000,0.0,19,0,0.0
2050,95000,0.0,19,0,0.0
