line,scenario,year,utilization_rate,congestion_rate
88,DE,2040,0.9759336862655476,0.7901785714285715
88,DE,2050,0.9736258514680793,0.758184523809524
88,GA,2040,0.9894692402784778,0.9055059523809524
88,GA,2050,0.9876538618352995,0.8891369047619048
88,NT,2025,1.0,1.0
88,NT,2030,0.985943986855812,0.8876488095238095
88,NT,2040,0.9789175302096319,0.8221726190476191
89,DE,2040,0.9438648186719166,0.6569940476190477
89,DE,2050,0.9495678283199829,0.693452380952381
89,GA,2040,0.9179023749535283,0.47470238095238104
89,GA,2050,0.923936431334082,0.5282738095238095
89,NT,2025,0.8345222922165713,0.15029761904761904
89,NT,2030,0.9348205454294793,0.558779761904762
89,NT,2040,0.9391043267828613,0.6294642857142857
90,DE,2040,0.9580148845900521,0.7641369047619048
90,DE,2050,0.9557910484387893,0.7455357142857144
90,GA,2040,0.9475863618044361,0.7358630952380952
90,GA,2050,0.948271093713642,0.7172619047619048
90,NT,2025,0.8085651766680347,0.12425595238095238
90,NT,2030,0.9457395929516252,0.7180059523809524
90,NT,2040,0.9566127842777535,0.7611607142857144
91,DE,2040,0.9950680969726873,0.9657738095238096
91,DE,2050,0.9974603304431784,0.9821428571428572
91,GA,2040,0.9966770011648295,0.9717261904761906
91,GA,2050,0.9977201694657186,0.9806547619047621
91,NT,2025,0.9981127640920884,0.9828869047619048
91,NT,2030,0.9900435674109854,0.918154761904762
91,NT,2040,0.9952647751317523,0.9657738095238096
92,DE,2040,0.7427833632480189,0.4761904761904762
92,DE,2050,0.736344179986605,0.48735119047619047
92,GA,2040,0.7655345978531884,0.4761904761904762
92,GA,2050,0.7950750350828911,0.5386904761904762
92,NT,2025,0.8452637668257201,0.693452380952381
92,NT,2030,0.6910622353148375,0.427827380952381
92,NT,2040,0.7525559654129769,0.4791666666666667
93,DE,2040,0.996262062424104,0.970982142857143
93,DE,2050,0.9945502556400361,0.9561011904761906
93,GA,2040,0.9966863798332979,0.9754464285714287
93,GA,2050,0.9948606324619996,0.9575892857142857
93,NT,2025,0.9998273000882612,0.9992559523809524
93,NT,2030,0.9992676418976033,0.9940476190476191
93,NT,2040,0.9962498595066708,0.9702380952380953
95,DE,2040,0.8904358545137386,0.6599702380952381
95,DE,2050,0.8975722208991918,0.6971726190476191
95,GA,2040,0.9251498311224797,0.7470238095238095
95,GA,2050,0.9387254318422935,0.7909226190476191
95,NT,2025,0.996938403083297,0.986607142857143
95,NT,2030,0.9251857431239106,0.7321428571428572
95,NT,2040,0.8985905486509586,0.6860119047619048
96,DE,2040,0.16587145497996622,0.0
96,DE,2050,0.1658939831869614,0.0007440476190476191
96,GA,2040,0.1798078071306005,0.0
96,GA,2050,0.18022142212618314,0.0
96,NT,2025,0.11217525123815048,0.0
96,NT,2030,0.1886733297176313,0.0
96,NT,2040,0.16875786846628069,0.0
97,DE,2040,0.16436606742561594,0.0
97,DE,2050,0.15068155072704256,0.0
97,GA,2040,0.1782407981549924,0.0
97,GA,2050,0.1699180058150821,0.0
97,NT,2025,0.1144884098760391,0.0
97,NT,2030,0.14885699247566736,0.0
97,NT,2040,0.16835502805612987,0.0
99,DE,2040,1.0000000000000002,1.0
99,DE,2050,1.0000000000000002,1.0
99,GA,2040,1.0000000000000002,1.0
99,GA,2050,1.0000000000000002,1.0
99,NT,2025,1.0000000000000002,1.0
99,NT,2030,1.0000000000000002,1.0
99,NT,2040,1.0000000000000002,1.0
100,DE,2040,0.6021706402826764,0.010416666666666666
100,DE,2050,0.5941469592778069,0.020833333333333332
100,GA,2040,0.6145423989674376,0.0007440476190476191
100,GA,2050,0.6170057348453375,0.005952380952380953
100,NT,2025,0.26765297049573383,0.0
100,NT,2030,0.6134240094826827,0.0
100,NT,2040,0.6078452349758915,0.00892857142857143
101,DE,2040,0.9810880187318195,0.9233630952380952
101,DE,2050,0.9739006078584423,0.9002976190476191
101,GA,2040,0.979755092534674,0.9285714285714286
101,GA,2050,0.9726026450592136,0.9010416666666667
101,NT,2025,0.991402535361638,0.9620535714285715
101,NT,2030,0.9913799092214021,0.9598214285714287
101,NT,2040,0.9801406416868769,0.9218750000000001
102,DE,2040,0.589588673694683,0.0029761904761904765
102,DE,2050,0.5493041493562026,0.0007440476190476191
102,GA,2040,0.6128769087102877,0.013392857142857144
102,GA,2050,0.5652514471808723,0.007440476190476191
102,NT,2025,0.48076351311535465,0.0022321428571428575
102,NT,2030,0.654292637233622,0.01711309523809524
102,NT,2040,0.5927498213079162,0.004464285714285715
103,DE,2040,0.7515297075053441,0.5178571428571429
103,DE,2050,0.7049131180214196,0.4367559523809524
103,GA,2040,0.7039635846243395,0.4367559523809524
103,GA,2050,0.6560545989451045,0.37723214285714285
103,NT,2025,0.48792166131613385,0.14136904761904762
103,NT,2030,0.7826342271483567,0.5565476190476191
103,NT,2040,0.7405685687380112,0.496279761904762
104,DE,2040,0.9522432746356781,0.8273809523809524
104,DE,2050,0.9411901347536452,0.7819940476190477
104,GA,2040,0.9422761138647118,0.7834821428571429
104,GA,2050,0.9280995061176956,0.7232142857142857
104,NT,2025,0.8531631584484118,0.5290178571428571
104,NT,2030,0.9645376290377405,0.8668154761904762
104,NT,2040,0.9500862930259899,0.8139880952380952
105,DE,2040,0.47718082236629206,0.0
105,DE,2050,0.5015381663141648,0.0007440476190476191
105,GA,2040,0.4828876263674778,0.0
105,GA,2050,0.5060827702335364,0.0
105,NT,2025,0.5383429408942179,0.0
105,NT,2030,0.45383396993086494,0.0
105,NT,2040,0.4781241981621284,0.0
106,DE,2040,0.9964494863494116,0.9724702380952381
106,DE,2050,0.9981691182678301,0.9851190476190476
106,GA,2040,0.998192725388414,0.9903273809523809
106,GA,2050,0.9983439716643461,0.9910714285714287
106,NT,2025,1.0,1.0
106,NT,2030,0.9973316259697559,0.9799107142857143
106,NT,2040,0.9968674829598367,0.9761904761904763
107,DE,2040,0.8082879603913827,0.6436011904761906
107,DE,2050,0.8247746968534166,0.6845238095238095
107,GA,2040,0.8186665925692318,0.671875
107,GA,2050,0.8466748763496865,0.7224702380952381
107,NT,2025,0.9983141830099123,0.9873511904761906
107,NT,2030,0.7682848667401039,0.5706845238095238
107,NT,2040,0.8045612236269721,0.6383928571428572
219,DE,2040,0.8543604862423181,0.2068452380952381
219,DE,2050,0.8751356638895053,0.27529761904761907
219,GA,2040,0.8505781480798112,0.21205357142857142
219,GA,2050,0.8714015272299367,0.265625
219,NT,2025,0.6879484108239828,0.026041666666666668
219,NT,2030,0.8286853302200327,0.13690476190476192
219,NT,2040,0.8533072993300596,0.209077380952381
