Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,25795081168.34208,,467.75054001808167,155.46867108345032,468.7018315792084,624.1705026626587,1895688,1440348,3869565,0,0,0,2
EV,25520498002.849293,,206.01395392417908,79.0491578578949,206.34587860107425,285.3950364589691,632328,823312,2150346,0,0,0,2
EEV,26895829454.83561,,6.641024112701416,152.6412181854248,7.493417263031006,160.1346354484558,1895688,1440348,3869565,0,0,0,2
EVPI,25587481216.99402,,205.2498093446096,94.3978523015976,205.83508896827698,300.2329412698746,1474568.0,823317.3333333334,2265034.0,0.0,0.0,0.0,2.0
EVPI std,1150263490.9057999,,7.545866775409795,5.657021681461354,7.559333131391132,9.403491059594709,326198.1493509735,2.065591117977289,44418.471400983624,0.0,0.0,0.0,0.0
