Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
25457315383.68988,,61.39657711982727,13.339787483215332,61.44263768196106,74.78242516517639,115696,137228,362936,0,0,0,2
