year,scenario,utilization_rate,congestion_rate
2025,NT,0.6683572722677965,0.4921679197994988
2030,NT,0.7423806070007479,0.539826127819549
2040,DE,0.743512422291596,0.5429981203007519
2040,GA,0.7450904629021575,0.5447994987468672
2040,NT,0.7438967517294882,0.5425281954887219
2050,DE,0.7421496641221528,0.5416275062656641
2050,GA,0.7440766855491259,0.5423323934837093
