year,DE,GA,NT,Average
2025,,,60.254206914621875,60.254206914621875
2030,,,53.76645042617849,53.76645042617849
2040,55.45709517541539,50.73434637202962,54.31525464847595,53.50223206530699
2050,74.3137691728816,50.922798581015826,,62.618283876948716
