year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,14784,38,0.25703463203463206
2030,NT,14784,80,0.5411255411255411
2040,DE,14784,85,0.5749458874458874
2040,GA,14784,90,0.6087662337662338
2040,NT,14784,86,0.5817099567099567
2050,DE,14784,86,0.5817099567099567
2050,GA,14784,129,0.872564935064935
