,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,83.37599999999999,146.043,654,81.95488721804512,0.6319573283858998
1,146.043,208.709,82,10.275689223057643,0.07923623995052567
2,208.709,271.375,7,0.8771929824561403,0.006764069264069264
3,271.375,334.042,11,1.3784461152882206,0.010629251700680272
4,334.042,396.708,0,0.0,0.0
5,396.708,459.374,0,0.0,0.0
6,459.374,522.04,0,0.0,0.0
7,522.04,584.707,0,0.0,0.0
8,584.707,647.373,0,0.0,0.0
9,647.373,710.039,0,0.0,0.0
10,710.039,772.705,0,0.0,0.0
11,772.705,835.371,0,0.0,0.0
12,835.371,898.038,0,0.0,0.0
13,898.038,960.704,0,0.0,0.0
14,960.704,1023.37,0,0.0,0.0
15,1023.37,1086.036,0,0.0,0.0
16,1086.036,1148.703,0,0.0,0.0
17,1148.703,1211.369,0,0.0,0.0
18,1211.369,1274.035,0,0.0,0.0
19,1274.035,1336.701,0,0.0,0.0
20,1336.701,1399.368,0,0.0,0.0
21,1399.368,1462.034,0,0.0,0.0
22,1462.034,1524.7,0,0.0,0.0
23,1524.7,1587.366,0,0.0,0.0
24,1587.366,1650.032,0,0.0,0.0
25,1650.032,1712.699,0,0.0,0.0
26,1712.699,1775.365,0,0.0,0.0
27,1775.365,1838.031,0,0.0,0.0
28,1838.031,1900.697,0,0.0,0.0
29,1900.697,1963.364,0,0.0,0.0
30,1963.364,2026.03,0,0.0,0.0
31,2026.03,2088.696,0,0.0,0.0
32,2088.696,2151.362,0,0.0,0.0
33,2151.362,2214.029,0,0.0,0.0
34,2214.029,2276.695,0,0.0,0.0
35,2276.695,2339.361,0,0.0,0.0
36,2339.361,2402.027,0,0.0,0.0
37,2402.027,2464.694,0,0.0,0.0
38,2464.694,2527.36,0,0.0,0.0
39,2527.36,2590.026,0,0.0,0.0
40,2590.026,2652.692,0,0.0,0.0
41,2652.692,2715.358,0,0.0,0.0
42,2715.358,2778.025,0,0.0,0.0
43,2778.025,2840.691,0,0.0,0.0
44,2840.691,2903.357,0,0.0,0.0
45,2903.357,2966.023,0,0.0,0.0
46,2966.023,3028.69,0,0.0,0.0
47,3028.69,3091.356,0,0.0,0.0
48,3091.356,3154.022,0,0.0,0.0
49,3154.022,3216.688,0,0.0,0.0
50,3216.688,3279.355,0,0.0,0.0
51,3279.355,3342.021,0,0.0,0.0
52,3342.021,3404.687,0,0.0,0.0
53,3404.687,3467.353,0,0.0,0.0
54,3467.353,3530.02,0,0.0,0.0
55,3530.02,3592.686,0,0.0,0.0
56,3592.686,3655.352,0,0.0,0.0
57,3655.352,3718.018,0,0.0,0.0
58,3718.018,3780.684,0,0.0,0.0
59,3780.684,3843.351,0,0.0,0.0
60,3843.351,3906.017,0,0.0,0.0
61,3906.017,3968.683,0,0.0,0.0
62,3968.683,4031.349,0,0.0,0.0
63,4031.349,4094.016,0,0.0,0.0
64,4094.016,4156.682,0,0.0,0.0
65,4156.682,4219.348,0,0.0,0.0
66,4219.348,4282.014,0,0.0,0.0
67,4282.014,4344.681,0,0.0,0.0
68,4344.681,4407.347,0,0.0,0.0
69,4407.347,4470.013,0,0.0,0.0
70,4470.013,4532.679,0,0.0,0.0
71,4532.679,4595.345,0,0.0,0.0
72,4595.345,4658.012,0,0.0,0.0
73,4658.012,4720.678,0,0.0,0.0
74,4720.678,4783.344,0,0.0,0.0
75,4783.344,4846.01,0,0.0,0.0
76,4846.01,4908.677,0,0.0,0.0
77,4908.677,4971.343,0,0.0,0.0
78,4971.343,5034.009,0,0.0,0.0
79,5034.009,5096.675,0,0.0,0.0
80,5096.675,5159.342,0,0.0,0.0
81,5159.342,5222.008,0,0.0,0.0
82,5222.008,5284.674,0,0.0,0.0
83,5284.674,5347.34,0,0.0,0.0
84,5347.34,5410.006,1,0.12531328320802004,0.000966295609152752
85,5410.006,5472.673,3,0.37593984962406013,0.0028988868274582563
86,5472.673,5535.339,4,0.5012531328320802,0.003865182436611008
87,5535.339,5598.005,1,0.12531328320802004,0.000966295609152752
88,5598.005,5660.671,1,0.12531328320802004,0.000966295609152752
89,5660.671,5723.338,1,0.12531328320802004,0.000966295609152752
90,5723.338,5786.004,0,0.0,0.0
91,5786.004,5848.67,0,0.0,0.0
92,5848.67,5911.336,0,0.0,0.0
93,5911.336,5974.003,0,0.0,0.0
94,5974.003,6036.669,1,0.12531328320802004,0.000966295609152752
95,6036.669,6099.335,2,0.2506265664160401,0.001932591218305504
96,6099.335,6162.001,5,0.6265664160401002,0.00483147804576376
97,6162.001,6224.668,8,1.0025062656641603,0.007730364873222016
98,6224.668,6287.334,8,1.0025062656641603,0.007730364873222016
99,6287.334,6350.0,9,1.1278195488721803,0.008696660482374767
