,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,83.37599999999999,146.043,654,81.95488721804512,0.6319573283858998
1,146.043,208.709,82,10.275689223057643,0.07923623995052567
3,271.375,334.042,11,1.3784461152882206,0.010629251700680272
99,6287.334,6350.0,9,1.1278195488721803,0.008696660482374767
98,6224.668,6287.334,8,1.0025062656641603,0.007730364873222016
97,6162.001,6224.668,8,1.0025062656641603,0.007730364873222016
2,208.709,271.375,7,0.8771929824561403,0.006764069264069264
96,6099.335,6162.001,5,0.6265664160401002,0.00483147804576376
86,5472.673,5535.339,4,0.5012531328320802,0.003865182436611008
85,5410.006,5472.673,3,0.37593984962406013,0.0028988868274582563
