year,num_buildout,capacity,investment_cost,cycles_per_year
2025,1,299.30098125430936,6572327.781891976,203.8228063401482
2030,1,1811.3484242816999,33202936.307461772,199.24365137943363
2040,0,1811.3484242816999,0.0,26.071428571428573
2050,1,5093.209464409832,72066140.24434464,103.61299181459148
