Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,22655405563.751823,,212.94667887687683,118.7687816619873,213.5580289363861,332.3268105983734,1629488,1181276,3144995,0,0,0,2
EV,22339044852.13276,,77.67620706558228,60.31060171127319,77.94629859924316,138.25690031051636,543536,675252,1736240,0,0,0,2
EEV,22928907435.559628,,3.416111946105957,118.79349899291992,4.036558389663696,122.83005738258362,1629488,1181276,3144995,0,0,0,2
EVPI,22430386889.64325,,83.37379539012909,74.50365241368611,83.80034164587657,158.30399405956268,1267504.0,675257.3333333334,1850928.0,0.0,0.0,0.0,2.0
EVPI std,1037999697.6628848,,2.9579421812802913,5.1469973224167305,2.9653725799247606,5.925075281146969,280391.6007187091,2.0655911179772892,44418.471400983624,0.0,0.0,0.0,0.0
