year,scenario,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,NT,46482569.19037779,0.0,38735254.69748991,100666537.30859107,37397835.33564296,51519599.1918135,274801795.7239152
2030,NT,31245933.993728656,0.0,39538958.69268948,102312334.96446359,43615298.143400915,78188921.78342313,294901447.57770574
2040,DE,17686529.39843431,151640.02322619257,15463167.607639935,46263212.86120526,14538432.714466972,28617208.100643944,122720190.70561662
2040,GA,12489061.11450469,1357.1991374586892,13879877.502806557,40446767.363989756,14538432.714466972,27820330.769125063,109175826.66403049
2040,NT,16500859.338073611,97914.90931131368,15316210.981038399,44886720.11928816,14538432.714466972,28486447.898009107,119826585.96018757
2050,DE,33073133.43088591,497623.234081741,24888371.085025333,75013499.30704111,21807649.071700457,43376107.17956245,198656383.308297
2050,GA,23353398.41049446,87303.32737732193,22577460.56378498,65845091.62723226,21807649.071700457,42561265.901681334,176232168.90227082
