year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,46482569.19037779,0.0,38735254.69748991,100666537.30859107,37397835.33564296,51519599.1918135,274801795.7239152
2030,31245933.993728656,0.0,39538958.69268948,102312334.96446359,43615298.143400915,78188921.78342313,294901447.57770574
2040,46676449.85101261,250912.13167496494,44659256.09148489,131596700.34448318,43615298.143400915,84923986.76777811,351722603.32983464
2050,56426531.84138037,584926.561459063,47465831.64881031,140858590.93427336,43615298.143400915,85937373.08124378,374888552.21056783
