year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,3109540605.9777822,0.0,581028.8204623486,1509998.0596288638,0.0,515195.991918135,3112146828.8497915
2030,2090516183.2873852,0.0,593084.3803903421,1534685.0244669514,0.0,781889.2178342313,2093425841.9100769
2040,3126354427.5190935,19018379.24116939,669888.8413722734,1973950.5051672435,0.0,849239.8676777811,3148865885.97448
2050,3782462365.31685,44335660.85386528,711987.4747321546,2112878.864014096,0.0,859373.7308124378,3830482266.240274
