Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Model Status
10749163881.610703,0.0003323939895811236,16.41327691078186,23.702409505844116,16.631110429763794,40.33351993560791,473066,464294,1252689,2
