year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,220,2.976190476190476
2030,NT,7392,279,3.77435064935065
2040,DE,7392,144,1.948051948051948
2040,GA,7392,415,5.6141774891774885
2040,NT,7392,62,0.8387445887445888
2050,DE,7392,218,2.9491341991341993
2050,GA,7392,61,0.8252164502164502
