year,DE,GA,NT,Average
2025,,,23.526234735513132,23.526234735513132
2030,,,25.713029072431652,25.713029072431652
2040,41.006283682996504,35.837259611289575,40.45018822941701,39.09791050790103
2050,50.092467752694525,39.99733728814844,,45.04490252042148
