year,scenario,ES1 0,ES1 1,ES1 2,ES1 3,ES1 4,ES1 5,ES1 6,ES1 7,ES1 8,PT1 0,PT1 1
2025,NT,23.367216381072907,23.16220608850903,23.43730131394693,23.251994809917328,23.441496680734122,23.505654431793555,23.72367540426822,23.726525316242174,23.661059168189556,23.626601484501595,23.88485101146902
2030,NT,25.52302334884005,25.314867968447597,25.615577654418285,25.41460594202348,25.621732918072478,25.691857824543142,25.928567518335473,25.933271369411717,25.86013169305785,25.828682123716412,26.111001435881697
2040,DE,40.633450714866136,40.36968790816803,40.852205056979955,40.54179317385282,40.87220549827996,40.9840701757867,41.35136717910746,41.36917670801308,41.24222443771771,41.20434660637377,41.648593053815915
2040,GA,35.586606421063344,35.27589868398606,35.69856281749362,35.42041425222797,35.70908775404039,35.80682105127333,36.13475396918367,36.14327984921221,36.03937994949143,36.00166653980176,36.39338443641155
2040,NT,40.09986153783412,39.825404956090054,40.30165556627694,39.991596647217875,40.31752491460103,40.42787146980996,40.79409067203575,40.80775168083456,40.68641880548868,40.630184367677856,41.06970990572023
2050,DE,49.41484116339869,49.29073287230413,49.88017136716441,49.54507597292255,49.94886432722798,50.0855716132695,50.489643785042205,50.55619997236994,50.356381489006786,50.451406433121306,50.99825628381228
2050,GA,39.70452699995473,39.38023932544746,39.85158077845783,39.540224825925094,39.86247444959323,39.971575420730474,40.33851654125852,40.34716818971948,40.232047116442665,40.15313117476523,40.58922534733807
