year,New Capacity (MWh),Battery Investment (B€)
2025,62.31689159293522,0.000684205972497963
2030,112.90780719995612,0.0012396670317332782
2040,317.4779101180501,0.0034857367992271186
2050,10291.69165691176,0.11299724230091066
