year,DE,GA,NT,Average
2025,,,25.805746698394938,25.805746698394938
2030,,,28.061506310043875,28.061506310043875
2040,43.56637691331497,33.45074838617537,37.059254901366415,38.025460066952256
2050,55.2681240673108,37.44034160476235,,46.35423283603657
