,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,62.171,98.783,407,90.2439024390244,0.7865646258503401
1,98.783,135.393,0,0.0,0.0
2,135.393,172.003,0,0.0,0.0
3,172.003,208.613,0,0.0,0.0
4,208.613,245.223,0,0.0,0.0
5,245.223,281.834,0,0.0,0.0
6,281.834,318.444,0,0.0,0.0
7,318.444,355.054,0,0.0,0.0
8,355.054,391.664,0,0.0,0.0
9,391.664,428.274,0,0.0,0.0
10,428.274,464.885,0,0.0,0.0
11,464.885,501.495,0,0.0,0.0
12,501.495,538.105,0,0.0,0.0
13,538.105,574.715,0,0.0,0.0
14,574.715,611.325,0,0.0,0.0
15,611.325,647.936,0,0.0,0.0
16,647.936,684.546,0,0.0,0.0
17,684.546,721.156,0,0.0,0.0
18,721.156,757.766,0,0.0,0.0
19,757.766,794.376,0,0.0,0.0
20,794.376,830.987,0,0.0,0.0
21,830.987,867.597,0,0.0,0.0
22,867.597,904.207,0,0.0,0.0
23,904.207,940.817,0,0.0,0.0
24,940.817,977.427,0,0.0,0.0
25,977.427,1014.038,0,0.0,0.0
26,1014.038,1050.648,0,0.0,0.0
27,1050.648,1087.258,0,0.0,0.0
28,1087.258,1123.868,0,0.0,0.0
29,1123.868,1160.478,0,0.0,0.0
30,1160.478,1197.089,0,0.0,0.0
31,1197.089,1233.699,0,0.0,0.0
32,1233.699,1270.309,0,0.0,0.0
33,1270.309,1306.919,0,0.0,0.0
34,1306.919,1343.529,0,0.0,0.0
35,1343.529,1380.14,0,0.0,0.0
36,1380.14,1416.75,0,0.0,0.0
37,1416.75,1453.36,0,0.0,0.0
38,1453.36,1489.97,0,0.0,0.0
39,1489.97,1526.58,0,0.0,0.0
40,1526.58,1563.191,0,0.0,0.0
41,1563.191,1599.801,0,0.0,0.0
42,1599.801,1636.411,0,0.0,0.0
43,1636.411,1673.021,0,0.0,0.0
44,1673.021,1709.631,0,0.0,0.0
45,1709.631,1746.242,0,0.0,0.0
46,1746.242,1782.852,0,0.0,0.0
47,1782.852,1819.462,0,0.0,0.0
48,1819.462,1856.072,0,0.0,0.0
49,1856.072,1892.682,0,0.0,0.0
50,1892.682,1929.293,0,0.0,0.0
51,1929.293,1965.903,0,0.0,0.0
52,1965.903,2002.513,0,0.0,0.0
53,2002.513,2039.123,0,0.0,0.0
54,2039.123,2075.733,0,0.0,0.0
55,2075.733,2112.344,0,0.0,0.0
56,2112.344,2148.954,0,0.0,0.0
57,2148.954,2185.564,0,0.0,0.0
58,2185.564,2222.174,0,0.0,0.0
59,2222.174,2258.784,0,0.0,0.0
60,2258.784,2295.395,0,0.0,0.0
61,2295.395,2332.005,0,0.0,0.0
62,2332.005,2368.615,0,0.0,0.0
63,2368.615,2405.225,0,0.0,0.0
64,2405.225,2441.835,0,0.0,0.0
65,2441.835,2478.446,0,0.0,0.0
66,2478.446,2515.056,0,0.0,0.0
67,2515.056,2551.666,0,0.0,0.0
68,2551.666,2588.276,0,0.0,0.0
69,2588.276,2624.886,0,0.0,0.0
70,2624.886,2661.497,0,0.0,0.0
71,2661.497,2698.107,0,0.0,0.0
72,2698.107,2734.717,0,0.0,0.0
73,2734.717,2771.327,0,0.0,0.0
74,2771.327,2807.937,2,0.4434589800443459,0.003865182436611008
75,2807.937,2844.548,4,0.8869179600886918,0.007730364873222016
76,2844.548,2881.158,8,1.7738359201773837,0.015460729746444033
77,2881.158,2917.768,6,1.3303769401330376,0.011595547309833025
78,2917.768,2954.378,2,0.4434589800443459,0.003865182436611008
79,2954.378,2990.988,0,0.0,0.0
80,2990.988,3027.599,0,0.0,0.0
81,3027.599,3064.209,0,0.0,0.0
82,3064.209,3100.819,0,0.0,0.0
83,3100.819,3137.429,0,0.0,0.0
84,3137.429,3174.039,0,0.0,0.0
85,3174.039,3210.65,0,0.0,0.0
86,3210.65,3247.26,0,0.0,0.0
87,3247.26,3283.87,0,0.0,0.0
88,3283.87,3320.48,0,0.0,0.0
89,3320.48,3357.09,0,0.0,0.0
90,3357.09,3393.701,0,0.0,0.0
91,3393.701,3430.311,0,0.0,0.0
92,3430.311,3466.921,0,0.0,0.0
93,3466.921,3503.531,1,0.22172949002217296,0.001932591218305504
94,3503.531,3540.141,1,0.22172949002217296,0.001932591218305504
95,3540.141,3576.752,3,0.6651884700665188,0.0057977736549165125
96,3576.752,3613.362,4,0.8869179600886918,0.007730364873222016
97,3613.362,3649.972,5,1.1086474501108647,0.00966295609152752
98,3649.972,3686.582,5,1.1086474501108647,0.00966295609152752
99,3686.582,3723.192,3,0.6651884700665188,0.0057977736549165125
