dual,total_duals,nonzero_duals,percent_nonzero
battery_charge_new_max_duals,51744,689,1.3315553494124923
battery_charge_old_duals,0,0,0.0
battery_discharge_new_max_duals,51744,759,1.4668367346938775
battery_discharge_old_duals,0,0,0.0
branch_extension_duals,76,2,2.631578947368421
branch_flow_new_duals_max,89376,10777,12.058046902971716
branch_flow_new_duals_min,89376,33944,37.97887576083065
branch_flow_old_duals_max,89376,10757,12.035669530970283
branch_flow_old_duals_min,89376,33928,37.960973863229505
emissions_duals,7,0,0.0
gen_extension_duals,204,108,52.94117647058824
gen_output_new_duals,239904,159711,66.57287915166067
gen_output_old_duals,239904,132571,55.26002067493664
load_shedding_duals,51744,0,0.0
power_balance_duals,51744,51744,100.0
