year,AIC,expected_OC,total_cost
2025,12756209372.446043,1623142952.1094675,14379352324.555511
2030,3849359322.069184,1157771804.7058065,5007131126.77499
2040,1830617436.2992125,1613566939.6577756,3444184375.9569883
2050,593597595.8559372,1887435892.9640841,2481033488.8200216
