year,num_buildout,capacity,cumulative_capacity,investment_cost,cycles_per_year
2025,3,40177.90553300122,40177.90553300122,882263611.8536723,67.42080805970693
2030,0,0.0,40177.90553300122,0.0,68.13919283839884
2040,0,0.0,40177.90553300122,0.0,99.57558132334816
2050,0,0.0,40177.90553300122,0.0,125.17025461958264
