,lower_bound,upper_bound,count,percent_of_interval
0,3.999,4.1,0,0.0
1,4.1,4.2,18,10.909090909090908
2,4.2,4.3,90,54.54545454545454
3,4.3,4.4,24,14.545454545454545
4,4.4,4.5,0,0.0
5,4.5,4.6,9,5.454545454545454
6,4.6,4.7,21,12.727272727272727
7,4.7,4.8,3,1.8181818181818181
8,4.8,4.9,0,0.0
9,4.9,5.0,0,0.0
