year,AIC,expected_OC,total_cost
2025,4783894175.872349,5287668505.14716,10071562681.019508
2030,2793666348.7377186,4357000784.547767,7150667133.285485
2040,1179937576.8854032,5559686893.5999975,6739624470.485401
2050,410099432.7080743,5965538145.158871,6375637577.866945
