year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,5262666863.779494,492406399.0739207,645056.9578708159,1238191.8805563308,0.0,339869.7442257764,5757296381.436067
2030,3820466639.5095077,332445163.620793,782673.2932978935,1512920.9749509336,0.0,485528.20603682334,4155692925.604586
2040,4754741617.0168915,546599936.16819,866493.2546212156,1778241.4013329574,0.0,631186.6678478704,5304617474.508883
2050,4947373644.18588,605220729.8165319,868178.0227726945,1853075.6649027672,0.0,776513.4162378783,5556092141.106325
