year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout
2025,95000,58312.80133561235,19,13,1071987313.6667591
2030,95000,12266.246429219653,19,4,219793325.69499397
2040,95000,0.0,19,0,0.0
2050,95000,0.0,19,0,0.0
