year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,125580331.78967133,78114.47808319217,39961618.73324937,72377046.0027179,15130152.62365348,29131692.362209402
2030,103683615.24031958,9634.138203064644,48697800.23861397,89410939.57562205,20173536.831537973,38842256.48294587
2040,119962777.18905014,217031.5015313194,57574251.98859594,107752942.36193126,25011298.952949245,48552820.60368233
2050,125477356.59887937,1205787.485112683,60381594.085498415,112665543.04492071,25011298.952949245,58257490.11595402
