year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,76972.2048331311,51,22,7447474403.433648,275285283.7735786,9678729.618549466,822692017.5767046,1835395290.2692025,2658087307.845907,10105561711.279556
2030,192912.81713965908,42286.805567904354,51,14,3126890746.8204775,295415385.57398486,6798704.744009821,577889903.2408347,1272858028.0313148,1850747931.2721496,4977638678.092627
2040,192912.81713965908,9685.035458227807,51,2,808478341.92496,352256295.9164069,9932407.591668189,844254645.291796,1842124328.921077,2686378974.212873,3494857316.137833
2050,192912.81713965908,0.0,51,0,0.0,375090068.8537029,11393948.550152471,968485626.7629601,2107359905.6705706,3075845532.433531,3075845532.433531
