year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,6233350632.3486395,590586258.6928816,603308.8661538695,1095988.0830120053,0.0,291316.92362209404,6825927504.914309
2030,5317041323.54397,302813065.94065046,734796.0355361704,1359663.5905139628,0.0,388422.5648294587,5622337271.675501
2040,6239086373.893574,630708659.075038,830966.9923402292,1639402.6217548365,0.0,485528.2060368234,6872750930.788743
2050,6616248482.984553,745247643.9388347,834467.1014902326,1719283.7426504963,0.0,582633.8472441881,7364632511.614772
