year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,282445826.1698102,26281212.659191158,2102497012.7352927,4827580152.699415,6930077165.434708
2030,NT,301415944.7076943,21344005.204867378,1707520416.3893902,4054076631.669141,5761597048.058531
2040,DE,376663609.909865,29319169.56938702,2345533565.5509615,5456554180.081985,7802087745.632947
2040,GA,334872299.8233127,21790787.36309852,1743262989.0478816,4163339871.344592,5906602860.392474
2040,NT,367723012.7127338,27653819.98649338,2212305598.9194703,5173593700.88486,7385899299.804331
2050,DE,406735927.60409266,32588747.147851523,2607099771.8281217,5986035366.757451,8593135138.585573
2050,GA,360592545.7719635,24055231.93880815,1924418555.1046522,4534326273.046951,6458744828.151604
