year,scenario,Invest Gen,Invest Bat,Invest Tx,Production Cost,CO2 Emission Cost,Load Shedding Cost,Curtailment Cost,Prod+CO2 Cost,Total CapEx,Total OpEx,Total Cost
2025,NT,7452360757.288413,5947178.746716705,132186904.51571402,1825586468.3868926,784213222.8478069,0.0,0.0,2609799691.2346992,7590494840.550843,2609799691.2346992,10200294531.785542
2030,NT,3032987804.511022,10775295.335720686,0.0,1278549663.53765,557748239.9887621,0.0,0.0,1836297903.5264122,3043763099.8467426,1836297903.5264122,4880061003.373155
2040,DE,807066118.831769,153482439.17403272,0.0,2122400939.4496787,926279910.9135758,0.0,0.0,3048680850.3632545,960548558.0058017,3048680850.3632545,4009229408.369056
2040,GA,807066118.831769,153482439.17403272,0.0,1470900090.0372882,645474022.9316359,0.0,0.0,2116374112.968924,960548558.0058017,2116374112.968924,3076922670.9747257
2040,NT,807066118.831769,153482439.17403272,0.0,1971248266.5577562,860614154.0872865,0.0,0.0,2831862420.6450424,960548558.0058017,2831862420.6450424,3792410978.650844
2050,DE,0.0,587880332.4177709,0.0,2533010216.4925942,1104238289.332389,0.0,0.0,3637248505.8249836,587880332.4177709,3637248505.8249836,4225128838.2427545
2050,GA,0.0,587880332.4177709,0.0,1701389537.3611782,748549029.8703129,0.0,0.0,2449938567.231491,587880332.4177709,2449938567.231491,3037818899.649262
All,All,11292414680.631203,758085245.674241,132186904.51571402,7076185774.199669,3079144485.0820856,0.0,0.0,10155330259.281754,12182686830.821157,10155330259.281754,22338017090.102913
