snapshot,ES1 0 offwind-ac,ES1 0 onwind,ES1 0 ror,ES1 0 solar,PT1 0 offwind-ac,PT1 0 onwind,PT1 0 ror,PT1 0 solar,ES1 0 CCGT,PT1 0 CCGT,ES1 0 coal
2013-01-02 15:00:00,0.0964432065333111,0.3030368019471626,0.1242547206050855,0.300797897145753,0.0250538540964667,0.0180791145137012,0.0654958331004026,0.3863392413245529,1.0,1.0,1.0
2013-01-02 16:00:00,0.108685866618201,0.2695377487592066,0.1231904268042321,0.0856407609464252,0.0347381239281243,0.0249594897753179,0.0654404227588488,0.1653287645002288,1.0,1.0,1.0
2013-01-02 17:00:00,0.1282833688880989,0.285665964836292,0.1221033016810543,0.0,0.0545186910488246,0.0501341348084836,0.0653846630046356,0.0,1.0,1.0,1.0
2013-01-02 18:00:00,0.1440414354244799,0.3003184883242892,0.121062960159116,0.0,0.0757576041859326,0.0795051220138986,0.0653330714559695,0.0,1.0,1.0,1.0
2013-01-02 19:00:00,0.154904870710787,0.3053007529059726,0.1201814218573271,0.0,0.0924636460491974,0.1068252638089514,0.0652844580011864,0.0,1.0,1.0,1.0
2013-01-02 20:00:00,0.1620959413288159,0.3031862298874035,0.1192838020926708,0.0,0.1081697874374841,0.1235977785033955,0.0652380243134223,0.0,1.0,1.0,1.0
2013-01-02 21:00:00,0.1665595595206597,0.2997849991263588,0.1183827626679397,0.0,0.1197985237391243,0.1389830643317783,0.0651979291214746,0.0,1.0,1.0,1.0
2013-01-02 22:00:00,0.1496950269148783,0.2493904584985803,0.1174703638102216,0.0,0.1192829746519101,0.1747629090521796,0.0651640574963856,0.0,1.0,1.0,1.0
2013-01-02 23:00:00,0.17062006146351,0.2438555786876586,0.1165573004680007,0.0,0.1257364189076237,0.1980195900877031,0.0651307309095136,0.0,1.0,1.0,1.0
2013-01-03 00:00:00,0.2100960916060966,0.2358408487939222,0.1156591710114464,0.0,0.1342528670523043,0.2138903077994139,0.0650993083775632,0.0,1.0,1.0,1.0
2013-01-03 01:00:00,0.2229339126823948,0.2198198615914317,0.1147879806505033,0.0,0.1469411152154067,0.212232010340962,0.0650709881342008,0.0,1.0,1.0,1.0
2013-01-03 02:00:00,0.2254452991137811,0.2167509639596314,0.1139516501787545,0.0,0.1685014716741509,0.221133496507973,0.0650443777632978,0.0,1.0,1.0,1.0
2013-01-03 03:00:00,0.2289878472470721,0.2126352208242221,0.113146117515346,0.0,0.178691181459639,0.2215149058446574,0.0650265466661281,0.0,1.0,1.0,1.0
2013-01-03 04:00:00,0.2193036788986422,0.2157221353273286,0.1123687244985471,0.0,0.1902538842069277,0.2283571616261329,0.065012415998408,0.0,1.0,1.0,1.0
2013-01-03 05:00:00,0.2137248921170418,0.212878167021975,0.1116128982741305,0.0,0.2047082478330837,0.237428564925338,0.0649719316220845,0.0,1.0,1.0,1.0
2013-01-03 06:00:00,0.2310767236820888,0.2050709601702431,0.1108881102586631,0.0,0.242044900700296,0.2541200730980691,0.0649350303837584,0.0,1.0,1.0,1.0
2013-01-03 07:00:00,0.2458532628033793,0.1881966370584887,0.1101971368690242,0.0,0.2960475991053849,0.2736220656622268,0.064925190054941,0.0,1.0,1.0,1.0
2013-01-03 08:00:00,0.258182284591918,0.1714450675840781,0.1095307789933957,0.0704123709568449,0.3443564744376542,0.285978961228365,0.0649187188215189,0.0021788245369703,1.0,1.0,1.0
2013-01-03 09:00:00,0.2654004198031023,0.1372884642820896,0.1088885493772949,0.4396933678673156,0.3687927839084787,0.2704258945611822,0.0649132901442248,0.3387423651494509,1.0,1.0,1.0
2013-01-03 10:00:00,0.2930577269985167,0.0855149468033938,0.1082730992505386,0.6100421758511898,0.3766452105894053,0.2215764733885373,0.0649088984390105,0.5772109983008099,1.0,1.0,1.0
2013-01-03 11:00:00,0.314633936643106,0.066277474236411,0.1077556437451106,0.6741374909807956,0.3768794581876223,0.2016281734218678,0.0649057423933594,0.6697940558031372,1.0,1.0,1.0
2013-01-03 12:00:00,0.3331494779302997,0.0555908820564751,0.1073970064288239,0.6802056492275064,0.3626463878262957,0.2130503360673504,0.064906186350472,0.703064668601657,1.0,1.0,1.0
2013-01-03 13:00:00,0.3429529067748893,0.0522657470141786,0.1071159262018728,0.6254951691761044,0.3405682650023516,0.1991331176330129,0.064908111276064,0.6709887198407023,1.0,1.0,1.0
2013-01-03 14:00:00,0.3544095235316295,0.0530853267315351,0.1068624724448656,0.508783595698768,0.3604008286656247,0.1877632630811493,0.064910540624364,0.5764203471581832,1.0,1.0,1.0
2013-01-03 15:00:00,0.3578691515479866,0.0514578731558514,0.1065161600911843,0.3367411554182888,0.3962632284208868,0.1752136633174236,0.0649138424316915,0.4175868773665718,1.0,1.0,1.0
2013-01-03 16:00:00,0.3472160453491344,0.045706927877467,0.1060379448318356,0.0988755772467492,0.4080553694646606,0.1513006911300747,0.0649150353350418,0.1854274160252675,1.0,1.0,1.0
2013-01-03 17:00:00,0.341001180728048,0.0500191974269874,0.1055276287720692,0.0,0.3918498453737544,0.1622335107045033,0.0649205886806135,0.0,1.0,1.0,1.0
2013-01-03 18:00:00,0.338532097817676,0.0584140706978972,0.1050349400689989,0.0,0.3916184832569022,0.1964598962247707,0.0649237593700924,0.0,1.0,1.0,1.0
2013-01-03 19:00:00,0.3369873300699969,0.0639414446904271,0.1045570617725237,0.0,0.3984635433922795,0.2193300306101921,0.0649268368039984,0.0,1.0,1.0,1.0
2013-01-03 20:00:00,0.332464766343162,0.0658156444241661,0.1040932890177545,0.0,0.4095577207581051,0.2292321271140679,0.0649302446125898,0.0,1.0,1.0,1.0
2013-01-03 21:00:00,0.3277929757060915,0.0652983398876679,0.1036430688815211,0.0,0.423753428949346,0.2332977124625747,0.0649334138498587,0.0,1.0,1.0,1.0
2013-01-03 22:00:00,0.323367606140893,0.0675973058352617,0.103206006895562,0.0,0.4447469268837076,0.2435884203258349,0.0649395411651129,0.0,1.0,1.0,1.0
2013-01-03 23:00:00,0.3168554998530431,0.0601224111485924,0.1027815156273773,0.0,0.4595307908987744,0.24273870764411,0.0649495980855557,0.0,1.0,1.0,1.0
2013-01-04 00:00:00,0.3199293643601827,0.0572717903428824,0.1023689836923728,0.0,0.4718263345326173,0.2475881707304495,0.0649618253160438,0.0,1.0,1.0,1.0
2013-01-04 01:00:00,0.3277276637340136,0.0558087792809321,0.1019680746936873,0.0,0.4757428376648582,0.2471396512345881,0.064973722080843,0.0,1.0,1.0,1.0
2013-01-04 02:00:00,0.3379237381580297,0.0567674776441751,0.1015781967790929,0.0,0.4762783750706222,0.2460209276603045,0.0649873471317228,0.0,1.0,1.0,1.0
2013-01-04 03:00:00,0.3511872129869463,0.0591681723639332,0.1011993877050907,0.0,0.4828404222792191,0.2536705599433043,0.0650014042541226,0.0,1.0,1.0,1.0
2013-01-04 04:00:00,0.3562970238200393,0.0600952364244453,0.1008306244062303,0.0,0.4822814286605663,0.2576811869449191,0.0650154419288874,0.0,1.0,1.0,1.0
2013-01-04 05:00:00,0.3590635761812664,0.0622283181177694,0.1004715625588294,0.0,0.4814017662699211,0.2626315843792839,0.0650291196632737,0.0,1.0,1.0,1.0
2013-01-04 06:00:00,0.3643474785381229,0.0650284755114635,0.1001213518476484,0.0,0.4826293603822111,0.2702820180713158,0.0650448777114075,0.0,1.0,1.0,1.0
2013-01-04 07:00:00,0.3671632289540445,0.0654848308796441,0.0997819360489559,0.0,0.486624881051991,0.2766212377366724,0.0650576950185884,0.0,1.0,1.0,1.0
2013-01-04 08:00:00,0.3645797159812565,0.0656196350008272,0.0994512681269246,0.0698244332522343,0.4857182512677616,0.2748443111513249,0.0650721489150854,0.0021528072577965,1.0,1.0,1.0
2013-01-04 09:00:00,0.3500490911180407,0.0589989996616257,0.0991295002819489,0.4406268697398431,0.480511849070919,0.2519743217346514,0.0650878012107405,0.3369262114282699,1.0,1.0,1.0
2013-01-04 10:00:00,0.3350436936290333,0.0453043929122925,0.0988533849467234,0.6062631740113541,0.4744062975947991,0.2158782931132842,0.0651045558736656,0.5622246676288547,1.0,1.0,1.0
2013-01-04 11:00:00,0.313226400194202,0.0349365879037556,0.0987231818177097,0.6739536248536946,0.4252049487947079,0.1324919668555536,0.0651210311346686,0.651777507590912,1.0,1.0,1.0
2013-01-04 12:00:00,0.3086315992459231,0.0353854095787574,0.0988043840928668,0.6882887711978485,0.4121844255057654,0.1319343969200927,0.0651428346311958,0.6860603651981418,1.0,1.0,1.0
2013-01-04 13:00:00,0.3047070997503445,0.0327099750244137,0.0989322282381077,0.6440170647781381,0.386885334330037,0.120670497339701,0.0651635811866234,0.6599457941430972,1.0,1.0,1.0
2013-01-04 14:00:00,0.3001435027105648,0.0302740365117392,0.0989946390970628,0.5341978450974927,0.3722825941887289,0.1123302885630384,0.0651786881824874,0.5685932703703283,1.0,1.0,1.0
2013-01-04 15:00:00,0.2917550218111914,0.0274479456706994,0.0989347287139344,0.3557879673352976,0.3666327193655129,0.1015958457803311,0.0651764840657894,0.4129301918413317,1.0,1.0,1.0
2013-01-04 16:00:00,0.2817089035189269,0.0265560931029805,0.0986981544188975,0.1072719488202834,0.3544649029619798,0.0862600445665203,0.065174205692415,0.1856262515329292,1.0,1.0,1.0
2013-01-04 17:00:00,0.2775311562636551,0.0349825049322981,0.0984086302368353,0.0,0.3462297152922812,0.0955836574364226,0.06517197794956,0.0,1.0,1.0,1.0
2013-01-04 18:00:00,0.2753382833759399,0.0463007930962677,0.0981288135066764,0.0,0.3667606311039951,0.1396079904504266,0.0651894089037637,0.0,1.0,1.0,1.0
2013-01-04 19:00:00,0.2716234358537508,0.0489998236860092,0.0978577035471416,0.0,0.3931874433928267,0.1800680722499353,0.0652057268085874,0.0,1.0,1.0,1.0
2013-01-04 20:00:00,0.2677746631431125,0.0485868760869125,0.0975927415912748,0.0,0.4035581510289581,0.1969637506081611,0.0652222204707665,0.0,1.0,1.0,1.0
2013-01-04 21:00:00,0.2607988252527243,0.0478340647176555,0.0973335136920598,0.0,0.4043208281679356,0.2022844075060901,0.0652389845247485,0.0,1.0,1.0,1.0
2013-01-04 22:00:00,0.2526846886443839,0.0460937736951794,0.0970802987341419,0.0,0.3889630033144382,0.1854980198027458,0.0652557024569525,0.0,1.0,1.0,1.0
2013-01-04 23:00:00,0.2372299028883985,0.0419879129682857,0.0968323190620277,0.0,0.359484532186168,0.1513444478565555,0.0652718258889314,0.0,1.0,1.0,1.0
2013-01-05 00:00:00,0.2195032187642365,0.0396356313874731,0.0965894013971158,0.0,0.322336394689774,0.1206716987821479,0.0652891399992487,0.0,1.0,1.0,1.0
2013-01-05 01:00:00,0.188567912809859,0.0361568783963867,0.0963517966622234,0.0,0.2891687266680244,0.1029004863592853,0.0653076389797996,0.0,1.0,1.0,1.0
2013-01-05 02:00:00,0.1586039019451489,0.033341475149116,0.0961194524586591,0.0,0.2551287364050183,0.1011621886678898,0.0653291075184852,0.0,1.0,1.0,1.0
2013-01-05 03:00:00,0.1329909406726264,0.032286646668477,0.0958922304369835,0.0,0.2104338031895515,0.0973781014555803,0.0653517203317417,0.0,1.0,1.0,1.0
