scenario,year,dual_value
NT,2025,-31082.87234787655
NT,2030,-719.9636609956569
NT,2040,-0.3221841979439576
GA,2040,0.0
DE,2040,-2.1578740030568815
GA,2050,0.0
DE,2050,-432.9284725686714
