,Building Generators (€),Building Transmission Lines (€),Building Batteries (€),Energy Production Cost (w/o Emissions) (€),CO2 Emissions Cost (€),Production Cost with Emissions (€),Load Shedding Cost (€),Curtailment Cost (€),Total Cost (€)
0,716706338.1636903,0.0,54622255.70258715,6463869712.870692,3048602110.1536355,9512471823.02433,101467171.42657448,0.0,10385267588.31718
