year,AIC,expected_OC,total_cost
2025,4746229491.536303,5289123259.202956,10035352750.739258
2030,2785064335.915309,4356101238.539886,7141165574.455195
2040,1201373581.7070725,5556120774.873272,6757494356.580344
2050,397942505.90347135,5961804294.448364,6359746800.351835
