,lower_bound,upper_bound,count,percent_of_high,percent_of_total
49,6233.0,6350.0,16,36.36363636363637,0.015460729746444033
48,6116.0,6233.0,12,27.27272727272727,0.011595547309833025
42,5414.0,5531.0,7,15.909090909090908,0.006764069264069264
47,5999.0,6116.0,5,11.363636363636363,0.00483147804576376
43,5531.0,5648.0,2,4.545454545454546,0.001932591218305504
44,5648.0,5765.0,1,2.272727272727273,0.000966295609152752
41,5297.0,5414.0,1,2.272727272727273,0.000966295609152752
34,4478.0,4595.0,0,0.0,0.0
27,3659.0,3776.0,0,0.0,0.0
28,3776.0,3893.0,0,0.0,0.0
