year,AIC,expected_OC,total_cost
2025,4822165511.333639,7327998184.044851,12150163695.37849
2030,3421380696.1034007,6018409469.192593,9439790165.295994
2040,2295234377.438572,7159570818.48009,9454805195.918663
2050,410099432.7080743,7683217481.361622,8093316914.069696
