year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,48228.20428491477,33970.7650192261,51,39,3778852141.483684,281688793.1788868,24868087.89479492,2486808789.4794917,4841189394.56536,7327998184.044852,11106850325.528536
2030,48228.20428491477,29943.36006003734,51,30,3226830185.3535767,300520406.27980655,20413124.264446184,2041312426.4446187,3977097042.747974,6018409469.192593,9245239654.54617
2040,48228.20428491477,22863.960024649863,51,22,2295234377.438572,359157821.5745623,24454865.7555398,2445486575.5539804,4714084242.926109,7159570818.48009,9454805195.918663
2050,48228.20428491477,8270.018234423762,51,12,410099432.7080743,383166318.30076146,26394363.91126544,2639436391.126544,5043781090.235077,7683217481.361621,8093316914.069695
