year,AIC,expected_OC,total_cost
2025,6082649655.536953,5757296381.436068,11839946036.97302
2030,4091200215.548986,4155692925.604586,8246893141.153572
2040,1490497328.844508,5304617474.508884,6795114803.353393
2050,543903370.0353272,5556092141.106325,6099995511.141652
